,phrase,score
243,hence,0.17457881298607192
244,the assumption,0.17416941211739997
245,a,0.17386686234461649
246,y,0.17353069324537557
247,several,0.17259589525045385
248,other,0.17231865674405908
249,all,0.17159381043023803
250,k,0.17136311262677434
251,given,0.17118294368937972
252,by,0.17099275006938133
253,1000,0.17094777341815728
254,d,0.17031567273711865
255,c,0.17021701303906375
256,s,0.16919064651400662
257,now,0.16858592397691183
258,up,0.1685531642523176
259,an,0.16815820738239312
260,under,0.16814336328426602
261,once,0.16786218761280872
262,t,0.16762620250820004
263,one,0.16576089420849596
264,take,0.16561690549653846
265,well,0.16529670704195137
266,thus,0.16395015444438002
267,then,0.16362073431411028
268,v,0.1635639693682937
269,as long as,0.1629427486167
270,each,0.16284887746452428
271,before,0.16147567840186736
272,immediate,0.1614571899022241
273,since,0.1610535556631803
274,p,0.16046198635321382
275,while,0.16038661081812064
276,h,0.1601483468122125
277,further,0.1594501404542109
278,regarding,0.15941580008275152
279,same,0.15929648833729299
280,some,0.1591175839005047
281,1 2,0.1586812861335
282,on,0.15861209700887863
283,see,0.1583760444526342
284,towards,0.15733574619471535
285,t + 1,0.15702351159375
286,both,0.1569485870452519
287,&,0.1565663217172514
288,11,0.15603155481234487
289,next,0.15569404543588605
290,throughout,0.15568612066981705
291,100,0.1553786548831261
292,therefore,0.15528069376900477
293,only,0.15520328522194413
294,from,0.15488169620628883
295,2000,0.15487113892917134
296,such,0.1545561173786653
297,at,0.1540719774841389
298,if,0.15394866427041784
299,consequently,0.15180988410049265
300,as,0.15179677014681373
301,q,0.15144074756140324
302,above,0.15089560607713676
303,for,0.1508569993374098
304,8,0.150855726907064
305,this,0.15025097640742077
306,every,0.15020514076243885
307,when,0.15007753825418527
308,+,0.14987367003331015
309,10,0.14974482342471185
310,associated,0.14946755628866934
311,as follows,0.14925263730525
312,4,0.1488323623368558
313,in,0.14873695743145965
314,here,0.1481368017952404
315,the proof,0.14809759763084998
316,between,0.14735934474969273
317,0.1,0.1471268457647457
318,15,0.14697964946824219
319,the,0.14676193315272895
320,not,0.1464547288498715
321,7,0.14614311601010552
322,3,0.14600348928063775
323,seen,0.1457030952760732
324,to,0.14552959224776016
325,consequence of,0.14544208314124998
326,1,0.14527072443697028
327,|,0.14523306375576148
328,taken,0.14468556499027935
329,3 2,0.14445945119009998
330,12,0.14440839475910344
331,the last,0.1442680824689
332,the second,0.14351637916209997
333,2017,0.14328162441109984
334,namely,0.14319661997510605
335,consider,0.1427106371267423
336,or,0.1425384301776871
337,our,0.14189939108385669
338,9,0.1413511909378645
339,1.5,0.1410028092795491
340,6,0.14053474595616466
341,24,0.140528056814499
342,0,0.1402576928230061
343,14,0.14020905181119342
344,13,0.1395369275380443
345,52,0.1395127901248499
346,than,0.13949881469236522
347,= 2,0.13921463069265
348,over,0.1391024917686251
349,16,0.13908417695345648
350,18,0.1382438031179545
351,the above,0.13798805314055
352,5,0.13789825949325588
353,2019,0.13727385436593864
354,19,0.13683326677812807
355,summary of,0.13668533655315
356,use,0.13639836804639435
357,it,0.13638046269406187
358,48,0.13626617697028545
359,with,0.1362072980763491
360,gives,0.1360409710247626
361,17,0.13578706239693158
362,2,0.13551086111590693
363,35,0.13532702521485843
364,+ c,0.1346556435245
365,43,0.1343733002222372
366,0.5,0.13403965105792032
367,to establish,0.13353041977625
368,49,0.13352016333576677
369,we,0.13293997162140964
370,into,0.13278211343501975
371,28,0.1324647521061651
372,any,0.13166311131680425
373,shall,0.13149984720425117
374,of,0.13091684256449584
375,the definition,0.13056044592955
376,the optimal,0.12993244614805
377,make,0.12819370460744656
378,follows,0.1281505957215891
379,in order,0.12662976146094998
380,s + 1,0.1255640563641
381,62,0.12514031885093022
382,keeps,0.12512195658384184
383,=,0.12458176911695956
384,150,0.12433625755988437
385,2020,0.1242197314773712
386,47,0.12378341996312721
387,bounds on,0.12340248289155
388,are,0.12184520323397008
389,us,0.1207995490386804
390,120,0.12062101823980312
391,have,0.12060575997392131
392,has,0.12023535398856143
393,be,0.1200265493995154
394,can,0.11988440193828924
395,indicates,0.11980530693007653
396,1 4,0.11913639580850001
397,+ 2,0.11870856494264999
398,2 3,0.11756580987175
399,been,0.11729828178716835
400,121,0.11698094154207532
401,and,0.11662471127881607
402,whose,0.11622352298994
403,3 4,0.11518898192864999
404,where,0.11433807024917371
405,will,0.11397488859085902
406,which,0.11324455491856676
407,| 1,0.112703061905
408,| |,0.1124750389775
409,is,0.11242892477188596
410,the initial,0.11074640121125
411,the first,0.1046485769498
412,and hence,0.10339973996384999
413,102,0.10331354601679574
414,122,0.10280316334626573
415,that,0.10237697066463768
416,+ 1 2,0.09903110463600001
417,1 +,0.0943487337435
418,1 3,0.09224534220524999
419,proof of lemma,0.09184787709674998
420,this stage,0.09092456554805
421,lemma 4,0.09071129172390001
422,the gradient,0.08989922795175001
423,s + 2,0.08863354107495
424,log 3,0.08747938544730001
425,the inequality,0.08495301148560001
426,the proof of,0.08143246018725
427,the following,0.08084819532505
428,to show,0.07945254326750001
429,| =,0.0730040404752
430,part 2,0.07175469173175
431,1 1,0.07111262610994999
432,= r,0.06917797649175
433,a 2,0.069151597674
434,to converge,0.0686285350523
435,the monotonicity,0.06407021446665
436,= e,0.0626019129697
437,2 +,0.06230376665775
438,3 +,0.06064158092265
439,lemma 3,0.060259474266499996
440,the iteration,0.05454002227515
441,t =,0.0536067394626
442,= s,0.05317997845735
443,| s,0.0457344164809
444,use of,0.0436285782464
445,1 |,0.04248679597645
446,the crossing,0.0369845016345
447,2 |,0.034825752514799996
448,s |,0.03378313199084999
449,2 =,0.03287860623635001
450,a |,0.030365121106999998
451,1 2 3,0.0261352484781
452,the first inequality,0.024047228182
453,the mdp,0.0237753734022
454,any t,0.023209830644000003
455,a exp,0.021170852437449997
