,phrase,score
77,results,0.34980824818504985
78,adjoint,0.3480840799564088
79,similarity,0.3467617787160535
80,single,0.3439921299082101
81,sampling,0.3432316017223153
82,temporal,0.341782053838651
83,comparison,0.3400598015541459
84,regularization,0.33841430305588627
85,references,0.3371248851827262
86,initial,0.3316977049585646
87,data consistency,0.32859807150156223
88,cnn based,0.3261312573522733
89,artefacts,0.3252809758019242
90,architecture,0.3246928884723651
91,output,0.32105165916626716
92,order,0.31795597288670696
93,methods,0.3173630650530796
94,complexity,0.315892017963801
95,general,0.31360784236028416
96,domain,0.311901432724581
97,encoding,0.3109077698963899
98,materials and methods,0.309510102395975
99,stage,0.3044563619211588
100,model,0.3042121117258634
101,point,0.30332466444473455
102,error,0.29949735762667323
103,implementation,0.29914543890556533
104,proposed,0.29779344079601855
105,coils,0.297035676018777
106,method,0.2969512286379405
107,module,0.2962033180144093
108,quality,0.2961210211257279
109,blocks,0.29068197142124713
110,parameters,0.2872195378334784
111,problems,0.2848815888855106
112,set,0.28153235094066076
113,approach,0.2814774363642541
114,operators,0.28036170487931983
115,performance,0.2766567282555374
116,images,0.27529731336304264
117,strategy,0.27411463079198345
118,entire,0.27250327258394147
119,parameter,0.2718089124373598
120,iteration,0.270300889100419
121,approximately,0.26933621199134533
122,m,0.2625624629508507
123,scheme,0.2588756113234611
124,measured,0.2549669531090896
125,e.g,0.25422341318158986
126,u,0.25244625356760875
127,process,0.2506213784433922
128,solution,0.24948312699908576
129,proposed method,0.2488205452568936
130,problem,0.2479962554542463
131,trained,0.24364129861199305
132,applied,0.24270145359287854
133,iterations,0.2402515300448086
134,reconstruction network,0.23461622750222047
135,increase,0.23419735839480804
136,k,0.23192461837046838
137,considered,0.2303125103325699
138,measures,0.2296771601118101
139,obtained,0.2266211144270356
140,computationally,0.2234588704932016
141,details,0.2228423323802434
142,entire network,0.22235087344547
143,i,0.2203980847003183
144,i.e,0.20997794185375618
145,shows,0.2051731562468161
146,r,0.20093371427272247
147,g,0.19782199880957832
148,given,0.1936341873325405
149,h,0.19235834022360546
150,v,0.19007522761905793
151,c,0.18357420285056675
152,f,0.18094226426275561
153,d,0.1802666541710871
154,as,0.1795944573169669
155,see,0.17548150330482368
156,non,0.17505737207929267
157,k space,0.16971323260327
158,p,0.16948851018782113
159,t,0.16682262618672491
160,j,0.16551310154619736
161,n,0.1653650039476447
162,s,0.16416204609540355
163,time,0.16108734852062565
164,b,0.1582941540952035
165,in,0.15638110318129728
166,however,0.1536469435236762
167,e,0.14685474076830715
168,x,0.1423148016855789
169,further,0.14215935956592718
170,an,0.14126273607311413
171,on,0.14050769695021276
172,at,0.13969966904760012
173,thus,0.13928702081579794
174,3d,0.1391882218222633
175,non cartesian,0.13532262610598625
176,1,0.13465846912126203
177,this,0.13370672587864524
178,by,0.1332874970635595
179,to,0.13292284480503916
180,first,0.13212759379196107
181,other,0.13112131964374762
182,after,0.13015401406303873
183,well,0.12773401779292762
184,3,0.12658774789472987
185,since,0.12652354064049437
186,4,0.12625219400894114
187,because,0.12484118993795223
188,8,0.12307139962601188
189,end to end training,0.12217981244320536
190,a,0.12120140580308345
191,also,0.1190017927256027
192,one,0.11748820523641357
193,the,0.11744662085778036
194,our,0.11515137836137693
195,during,0.11486103850007094
196,using,0.11462523094141917
197,=,0.11439658588393077
198,we,0.11355027274740048
199,3d u net,0.11344862006995064
200,with,0.11227061379944653
201,it,0.11023055629643079
202,two,0.10893498304533605
203,of,0.10380381991435275
204,all,0.1022342098643341
205,more,0.10109350085254729
206,2019,0.09945684305926066
207,each,0.09942766418862484
208,for,0.09883867293969835
209,2020,0.09673803931792016
210,and,0.09613387855717717
211,relatively,0.09357362964988009
212,2,0.09185677598664208
213,2d,0.09183289512966326
214,10,0.09139873633819671
215,number of,0.09027417561839013
216,work,0.09019611815022587
217,12,0.08984485680032214
218,possible,0.08958687391489475
219,example,0.08910750233889024
220,9,0.08902277402307163
221,from,0.08739968572099022
222,proposed network,0.08717713545683597
223,between,0.08712492162665147
224,used,0.0862690319858226
225,different,0.08532986229411979
226,reconstruction problems,0.0851044505102058
227,seen,0.08501532292538931
228,6,0.08408305700693776
229,14,0.08383775013532033
230,+,0.0838283175655316
231,or,0.08354600664542346
232,5,0.08127529001663715
233,not,0.08082442785681346
234,only,0.08054108958926237
235,k space data,0.07954440472048271
236,an end to end,0.07696230641882529
237,where,0.07308786637233312
238,can,0.07251842058860221
239,has,0.07221358998948363
240,have,0.07163272220195863
241,were,0.07141734242877816
242,be,0.07141020928870964
243,which,0.07141020928870964
244,that,0.07140066261426155
245,are,0.07078705672123287
246,is,0.0706518942797093
247,was,0.07037032429468112
248,in terms of,0.0599310050568151
249,as well as,0.05789870047423189
250,at test time,0.05201377752109
251,based on,0.03654860669934072
252,in order to,0.03017506783052228
253,the hyper parameters,0.029008264434303474
254,= 1,0.024402973586210644
255,m =,0.016343762274529078
256,the network,0.01566340835022156
257,the number of,0.01544952959737618
258,given by,0.014138247438324897
259,as well,0.013349016942288886
260,= 8,0.012988544911417146
261,the output of,0.010912011092621562
262,output of,0.008017191131856841
263,3d u,0.007598816949475639
264,the network architecture,0.005254761813702288
265,the operator,0.004995710251302925
266,the training,0.004656243064129984
267,in order,0.004004925153864825
268,the output,0.0039360042369894765
269,the forward and,0.003153274715269574
270,the dc,0.002894852082034313
